# Radius [au]	Intensity [Jy/sr]	error_Intensity [Jy/sr]
4.649222000000000077e-01 9.551472230400000000e+10 0.000000000000000000e+00
1.394766600000000079e+00 9.415814348800000000e+10 1.109105792000000000e+09
2.324610999999999983e+00 9.190502400000000000e+10 1.140726400000000000e+09
3.254455399999999887e+00 8.874006937600000000e+10 2.136745472000000000e+09
4.184299799999999792e+00 8.418625945600000000e+10 2.126102400000000000e+09
5.114144200000000140e+00 7.913431859200000000e+10 2.700357632000000000e+09
6.043988599999999600e+00 7.445872640000000000e+10 3.076482560000000000e+09
6.973832999999999949e+00 6.750719180800000000e+10 3.630612736000000000e+09
7.903677400000000297e+00 6.175782912000000000e+10 4.035469312000000000e+09
8.833521799999999757e+00 5.785164595200000000e+10 4.105441024000000000e+09
9.763366200000000106e+00 5.174569779200000000e+10 3.896733440000000000e+09
1.069321060000000045e+01 4.607898419200000000e+10 4.214509568000000000e+09
1.162305500000000080e+01 4.234685235200000000e+10 3.960808704000000000e+09
1.255289939999999937e+01 3.885301350400000000e+10 3.588235008000000000e+09
1.348274379999999972e+01 3.405418700800000000e+10 3.562301440000000000e+09
1.441258820000000007e+01 3.288438579200000000e+10 3.320150016000000000e+09
1.534243260000000042e+01 3.031801446400000000e+10 2.779992832000000000e+09
1.627227699999999899e+01 2.911964160000000000e+10 2.690794496000000000e+09
1.720212139999999934e+01 2.794782310400000000e+10 2.183022080000000000e+09
1.813196579999999969e+01 2.797311180800000000e+10 1.914160768000000000e+09
1.906181020000000004e+01 2.734704025600000000e+10 1.574072448000000000e+09
1.999165460000000039e+01 2.715392409600000000e+10 1.297506688000000000e+09
2.092149900000000073e+01 2.723266764800000000e+10 1.031924864000000000e+09
2.185134339999999753e+01 2.751928934400000000e+10 8.832691840000000000e+08
2.278118780000000143e+01 2.760197324800000000e+10 7.168260480000000000e+08
2.371103219999999823e+01 2.766808473600000000e+10 5.866986880000000000e+08
2.464087660000000213e+01 2.770026496000000000e+10 5.099042880000000000e+08
2.557072099999999892e+01 2.764792422400000000e+10 4.428164480000000000e+08
2.650056540000000282e+01 2.755996057600000000e+10 3.646341440000000000e+08
2.743040979999999962e+01 2.723940966400000000e+10 3.343384320000000000e+08
2.836025420000000352e+01 2.692363264000000000e+10 3.018749760000000000e+08
2.929009859999999676e+01 2.661109555200000000e+10 2.540615520000000000e+08
3.021994300000000067e+01 2.605888307200000000e+10 2.289339040000000000e+08
3.114978739999999746e+01 2.565460172800000000e+10 2.113001280000000000e+08
3.207963180000000136e+01 2.508193587200000000e+10 1.766049120000000000e+08
3.300947619999999461e+01 2.445635379200000000e+10 1.600884640000000000e+08
3.393932060000000206e+01 2.388381081600000000e+10 1.559529600000000000e+08
3.486916499999999530e+01 2.319039283200000000e+10 1.335132640000000000e+08
3.579900940000000276e+01 2.254746828800000000e+10 1.418676320000000000e+08
3.672885379999999600e+01 2.186785177600000000e+10 1.296313440000000000e+08
3.765869820000000345e+01 2.115319603200000000e+10 1.428945760000000000e+08
3.858854259999999670e+01 2.045654630400000000e+10 1.444162240000000000e+08
3.951838700000000415e+01 1.973732966400000000e+10 1.469921440000000000e+08
4.044823139999999739e+01 1.903575449600000000e+10 1.518793120000000000e+08
4.137807580000000485e+01 1.833544294400000000e+10 1.569104640000000000e+08
4.230792020000000520e+01 1.769121382400000000e+10 1.694060480000000000e+08
4.323776459999999133e+01 1.705326080000000000e+10 1.778088000000000000e+08
4.416760899999999879e+01 1.648225689600000000e+10 1.881049920000000000e+08
4.509745339999999914e+01 1.594199859200000000e+10 1.943082400000000000e+08
4.602729780000000659e+01 1.551179776000000000e+10 2.001484320000000000e+08
4.695714219999999273e+01 1.512133632000000000e+10 1.996246400000000000e+08
4.788698660000000018e+01 1.479975116800000000e+10 1.965607200000000000e+08
4.881683100000000053e+01 1.460304384000000000e+10 1.922129600000000000e+08
4.974667540000000798e+01 1.438139392000000000e+10 1.799170880000000000e+08
5.067651979999999412e+01 1.428976947200000000e+10 1.707042880000000000e+08
5.160636420000000157e+01 1.426105036800000000e+10 1.564465440000000000e+08
5.253620860000000192e+01 1.423318118400000000e+10 1.384521280000000000e+08
5.346605300000000938e+01 1.421104537600000000e+10 1.285447200000000000e+08
5.439589739999999551e+01 1.425045094400000000e+10 1.186454320000000000e+08
5.532574179999999586e+01 1.427437260800000000e+10 1.110548240000000000e+08
5.625558620000000332e+01 1.427410227200000000e+10 1.054444080000000000e+08
5.718543060000000366e+01 1.432875622400000000e+10 1.026528720000000000e+08
5.811527499999999691e+01 1.430056038400000000e+10 1.076084560000000000e+08
5.904511939999999726e+01 1.427380531200000000e+10 1.055375120000000000e+08
5.997496380000000471e+01 1.425677414400000000e+10 1.071898080000000000e+08
6.090480820000000506e+01 1.418904371200000000e+10 1.083666240000000000e+08
6.183465259999999120e+01 1.410836172800000000e+10 1.093286240000000000e+08
6.276449699999999865e+01 1.400770764800000000e+10 1.082091200000000000e+08
6.369434140000000610e+01 1.388049203200000000e+10 1.081011360000000000e+08
6.462418580000000645e+01 1.373569126400000000e+10 1.086490640000000000e+08
6.555403019999999970e+01 1.354756300800000000e+10 1.102005040000000000e+08
6.648387459999999294e+01 1.335134515200000000e+10 1.160531600000000000e+08
6.741371900000000039e+01 1.315680870400000000e+10 1.082762000000000000e+08
6.834356340000000785e+01 1.284387737600000000e+10 1.151704560000000000e+08
6.927340779999998688e+01 1.261454745600000000e+10 1.215073120000000000e+08
7.020325219999999433e+01 1.233054105600000000e+10 1.124150320000000000e+08
7.113309660000000179e+01 1.194812006400000000e+10 1.182523280000000000e+08
7.206294100000000924e+01 1.167465062400000000e+10 1.244266320000000000e+08
7.299278539999998827e+01 1.137300480000000000e+10 1.179282320000000000e+08
7.392262979999999573e+01 1.096426086400000000e+10 1.198530080000000000e+08
7.485247420000000318e+01 1.062517555200000000e+10 1.231213280000000000e+08
7.578231860000001063e+01 1.036383436800000000e+10 1.187335280000000000e+08
7.671216299999998967e+01 9.939074048000000000e+09 1.165003040000000000e+08
7.764200739999999712e+01 9.599570944000000000e+09 1.142733680000000000e+08
7.857185180000000457e+01 9.330007040000000000e+09 1.061396000000000000e+08
7.950169620000001203e+01 8.966020096000000000e+09 1.046648400000000000e+08
8.043154059999999106e+01 8.645312512000000000e+09 1.046452960000000000e+08
8.136138499999999851e+01 8.433928704000000000e+09 1.002308080000000000e+08
8.229122940000000597e+01 8.100410880000000000e+09 9.837306400000000000e+07
8.322107380000001342e+01 7.862506496000000000e+09 1.002714560000000000e+08
8.415091819999999245e+01 7.675369984000000000e+09 9.708089600000000000e+07
8.508076259999999991e+01 7.418032128000000000e+09 9.479036000000000000e+07
8.601060700000000736e+01 7.227535360000000000e+09 8.989248800000000000e+07
8.694045140000000060e+01 7.070678016000000000e+09 8.703508800000000000e+07
8.787029579999999385e+01 6.867547136000000000e+09 8.168192000000000000e+07
8.880014020000000130e+01 6.708009472000000000e+09 7.730956800000000000e+07
8.972998460000000875e+01 6.550048768000000000e+09 7.740732000000000000e+07
9.065982900000000200e+01 6.382937600000000000e+09 7.424174400000000000e+07
9.158967339999999524e+01 6.229942784000000000e+09 7.226995200000000000e+07
9.251951780000000269e+01 6.078561792000000000e+09 7.325533600000000000e+07
9.344936219999999594e+01 5.920204288000000000e+09 7.130318400000000000e+07
9.437920660000000339e+01 5.770772480000000000e+09 7.025401600000000000e+07
9.530905099999999663e+01 5.588588032000000000e+09 7.046620000000000000e+07
9.623889540000000409e+01 5.436990464000000000e+09 6.943714400000000000e+07
9.716873979999999733e+01 5.265419264000000000e+09 6.781516000000000000e+07
9.809858420000000478e+01 5.105957888000000000e+09 6.783244800000000000e+07
9.902842859999999803e+01 4.925279232000000000e+09 6.814306400000000000e+07
